,EEG Fp1,EEG Fp2,EEG F3,EEG F4,EEG F7,EEG F8,EEG T3,EEG T4,EEG C3,EEG C4,EEG T5,EEG T6,EEG P3,EEG P4,EEG O1,EEG O2,EEG Fz,EEG Cz,EEG Pz,EEG A2-A1,ECG ECG
Subject19_1.edf,1.216361208,1.096733589,1.589430564,1.74163716,1.448098933,1.688744256,1.452552802,1.880768295,1.711769965,1.618356644,1.664816944,1.788051042,1.774862649,1.690405105,1.914903574,1.709939906,1.591205288,1.654788704,1.785615772,1.738041721,1.560965758
Subject25_1.edf,1.440922766,1.437553621,1.677328489,1.623061523,1.470898875,1.681329624,1.758570928,1.740189999,1.727702848,1.614261179,1.792999848,1.785846984,1.959239873,1.573021625,1.907044738,1.779139087,1.63547215,1.592698417,1.754049433,1.703889445,0.951611577
Subject26_1.edf,1.475475751,1.55483508,1.597593761,1.748918927,1.05018071,1.63934527,1.577797134,1.403464313,1.756244312,1.490728597,1.741115189,1.447179568,1.661456651,1.467259088,1.729795118,1.694090375,1.712534169,1.55860186,1.533297656,1.29065393,1.243257938
Subject24_1.edf,1.314003523,1.746621553,1.77344233,1.667591113,1.729736975,1.352429432,1.672100931,1.452478638,1.679107354,1.540697584,1.457055667,1.593227752,1.56275142,1.462874026,1.568413336,1.513194316,1.820519575,1.603883516,1.532658499,1.369690992,1.626159634
Subject20_1.edf,1.738738289,1.843427084,0.908032175,1.737250122,1.751375971,1.946900936,0.705921291,1.749404482,0.391319301,1.553504834,1.370970223,1.746054577,0.999545353,1.571581333,1.630354217,1.423835472,1.314355205,1.757354357,1.67006048,1.531550975,1.063541386
Subject21_1.edf,1.42968832,1.427036759,1.743842176,1.599588381,1.325996644,1.534892587,1.599833358,1.620113901,1.612157238,1.641260241,1.519531904,1.583727878,1.393463277,1.521573021,1.456618788,1.532667528,1.742572827,1.685781996,1.587372421,1.510752461,1.388522411
Subject29_1.edf,1.412773773,1.599475431,1.687304421,1.590582971,1.479913227,1.467614156,1.224481651,1.528497776,1.703077799,1.678632469,1.639974494,1.853044826,1.534944913,1.694631874,1.738964903,1.951739628,1.77860592,1.692484693,1.651666924,1.658366654,1.667010713
Subject32_1.edf,1.821381333,1.685467905,1.728867503,1.692379384,1.517512351,1.110236331,1.716038012,1.524495502,1.711348839,1.541459773,1.398588354,1.772493522,1.751715432,1.648625859,1.760334152,1.855202556,1.820922296,1.68064458,1.67396877,1.480902765,0.869465215
Subject28_1.edf,1.43135041,1.5740887,1.491440456,1.530362234,1.695406167,1.588167692,1.596694773,1.469075095,1.623139657,1.471887771,1.206679806,1.121522237,1.567485735,1.418887706,1.522108538,1.528810093,1.513193291,1.5764175,1.237821268,1.412865027,1.231239882
Subject03_1.edf,1.270210488,1.421937885,1.666027535,1.332681016,1.104175616,1.021257009,1.627241167,1.396668478,1.556204799,1.675341512,1.58295177,1.707263803,1.198447199,1.601529847,1.682438982,1.622128817,1.635246795,1.528411087,1.468749621,1.337371532,1.515653591
Subject30_1.edf,1.784881814,1.682287255,1.601141949,1.747085905,1.520196187,1.65347737,1.626238137,1.244361233,1.638266491,1.606396686,1.74806666,1.426812339,1.603063571,1.721801796,1.518230517,1.669137846,1.69895921,1.692678529,1.666528681,1.425859529,0.850889348
Subject27_1.edf,1.064668072,1.558792147,1.374782544,1.4379111,1.264511449,1.497336014,1.452019742,1.621965849,1.57618603,1.715611976,1.517443072,1.638470962,1.478511664,1.580019535,1.45438636,0.915478077,1.324972135,1.572842544,1.413882323,1.388537898,0.56045611
Subject06_1.edf,1.664560322,1.364026813,1.769408307,1.845929693,1.562504488,1.357690157,1.390188736,1.673841507,1.747248084,1.02764006,1.387144735,1.699468707,1.750225764,1.685567494,1.871697972,1.691752519,1.780637814,1.720877327,1.759370615,1.611370741,0.713802546
Subject04_1.edf,1.276831988,1.310798294,1.357212016,1.391357743,1.099121392,1.457424372,0.453996342,1.1935475,1.427465548,1.302614231,1.111699693,0.907119198,1.004817885,1.288996046,1.358750283,0.441299805,1.408121766,1.446763968,1.305106883,1.016604199,0.667029123
Subject34_1.edf,1.591695926,1.44650124,1.660732479,1.567647405,1.589930019,1.423082032,1.484570375,1.58092195,1.57013927,1.437552252,1.444411109,1.449362166,1.563667675,1.574709291,1.718300287,1.60241991,1.659023249,1.394400384,1.558626285,1.150285875,1.691437038
Subject35_1.edf,1.35721269,1.335163832,1.295257751,1.42292624,1.072656244,1.261941484,1.237205056,1.404256183,1.321893313,1.33610195,1.331799221,1.550503827,1.276922591,1.154388327,1.373763931,1.213506651,1.478607458,0.99788291,1.188242096,1.114711141,1.080165138
Subject33_1.edf,1.369593018,1.666226532,1.689585979,1.515574741,1.441243049,1.666090167,1.683136065,1.234869502,1.676269545,1.808856884,1.759668582,1.37570994,1.703193038,1.809449532,1.774845482,1.821289403,1.712524827,1.829488673,1.776755585,1.496615557,1.334579086
Subject07_1.edf,1.746983913,1.754209814,1.564815254,1.596056357,1.238720189,1.786964355,1.472259341,1.408432278,1.626227214,1.542670035,1.55332719,1.688430718,1.498469688,1.503024944,1.539023784,1.52953526,1.624950846,1.531159051,1.397575037,1.66064659,1.095771785
Subject05_1.edf,1.65732977,1.523898436,1.148750617,1.520127853,1.439504285,1.455305936,1.534489546,1.17600882,1.615388513,1.603173977,1.577146691,1.595127121,1.604703661,1.651175505,1.674003431,1.653862824,1.5483772,1.602380985,1.527902462,1.551974222,1.515968342
Subject09_1.edf,1.28365175,1.096273927,1.367980938,1.215835665,1.101836277,1.349941538,0.774164626,0.913789982,1.30500757,1.423611351,0.745646964,1.193516133,1.495707684,1.443176302,1.223015934,0.739092754,1.399018948,1.488785254,1.304257354,1.164640661,1.081743122
Subject08_1.edf,1.751904953,1.757634836,1.541130053,1.673668304,1.496830186,1.588389999,1.62250682,1.594352227,1.675311236,1.571228918,1.195378754,1.591065472,1.591885474,1.568066003,1.564597768,1.665815025,1.593654197,1.662587559,1.483334565,1.331895985,1.213649854
Subject31_1.edf,1.706562589,1.800303967,1.541328437,1.481333317,1.35961874,1.163371736,1.725374269,1.721587405,1.779359244,1.769231795,1.687439225,1.5240489,1.345167161,1.858299019,1.603369941,1.714437589,1.73896761,1.651438936,1.631554475,1.886600606,1.543381067
Subject17_1.edf,1.614033009,1.562400926,1.61455392,1.563845105,1.375379709,1.473080781,1.248326581,1.494266997,1.520737982,1.512215588,1.240090844,1.517758234,1.461503285,1.459706304,1.363758208,1.50149215,1.64829532,1.412105275,1.360979543,1.441773473,1.432894496
Subject22_1.edf,1.500625423,1.48933901,1.575729733,1.693446632,1.257447229,1.651733362,1.454021664,1.286599175,0.656933556,1.744718307,1.506958795,1.142359798,1.676814743,1.772620153,1.792657729,1.48539409,1.540490332,1.520929834,1.746561333,1.31949679,1.092118819
Subject00_1.edf,1.387812147,1.431065926,1.09926387,1.485435928,1.593502675,1.494898755,1.698100448,1.546270101,1.555906115,1.581084671,1.272991159,1.770382911,1.625932729,1.761127655,1.386373591,1.618750307,1.501233909,1.819787371,1.716043944,1.602708785,1.657711405
Subject23_1.edf,1.490720169,1.47600496,1.710628199,1.680532482,1.815253807,1.651004483,1.83104548,1.795918505,1.772222419,1.598551564,1.823173701,1.763246413,1.727884066,1.64857306,1.737603762,1.763600795,1.619206638,1.79246216,1.392388406,1.633371611,1.287490761
Subject11_2.edf,1.21566703,1.609214682,1.726370857,2.007784025,1.615388064,1.864067716,1.75667903,1.065676785,1.609951807,1.632201483,1.444963495,1.538368545,1.430632954,1.551102784,1.47710193,1.455224686,1.877670841,1.702265383,1.466790368,1.586244616,0.843672558
Subject12_2.edf,2.074912692,1.992266489,1.791937424,1.835936418,2.135189853,2.037319389,1.890971447,1.873066946,1.728982151,1.770209819,2.018492844,1.748403978,1.915788628,1.760926265,1.832880191,1.683440497,1.857049744,1.701877528,1.768573028,2.135964558,1.461897364
Subject10_2.edf,1.563381877,1.8286896,1.5799288,1.948447009,1.339701834,1.640269576,1.633529832,1.588595187,1.855331617,1.933966077,1.83287807,1.627589233,1.598181888,1.764192698,1.565537722,1.77627436,1.776975218,1.930758101,1.627913613,1.818625941,1.537007418
Subject02_2.edf,1.970698762,1.819976372,2.039276903,1.856005589,2.129134693,1.588077445,1.872490703,1.986839885,1.822325932,1.946464006,1.984060601,1.889446008,1.882790578,1.817010492,1.870356184,1.656015845,1.877611461,1.961452195,1.952937214,1.473243876,1.610088986
Subject18_2.edf,1.531407218,1.789086372,1.862956675,1.825831294,1.238904962,1.802627512,1.910888183,1.76773374,1.937634825,1.714445714,0.655789132,1.71415244,1.821720957,1.684789769,1.789546134,1.562268045,1.715813743,1.785431053,1.71387021,1.96900191,1.603176867
Subject16_2.edf,1.610733726,1.704177233,1.825759904,1.659576113,1.686040161,1.78153351,1.787890664,1.593530008,1.6802174,1.760666212,1.914007156,1.798780265,1.683322186,1.780200103,1.882461949,1.692407535,1.733835117,1.803810463,1.97222261,1.563292472,1.272667646
Subject19_2.edf,1.888485461,2.070660794,1.417992902,2.079899511,1.467783383,1.928849318,1.900965351,2.233765838,1.875222057,1.955169456,1.870215235,1.647500996,1.911558037,1.949218242,1.922695084,1.89709934,1.822687619,1.921630713,1.933754502,2.151740463,1.538778461
Subject17_2.edf,1.59602813,1.731292899,1.795223311,1.804999494,1.765268301,1.468967407,1.819271145,1.874518849,1.799267023,1.914555884,0.770866544,1.846967254,1.726345363,1.813382377,1.488926529,1.759420086,1.690274935,1.754752779,1.360456508,1.832681069,1.489169611
Subject21_2.edf,1.552286344,1.59149438,1.781959303,1.840937643,1.782416061,1.783282351,1.828604703,1.964639879,1.785457272,1.780834814,1.814356901,1.769636016,1.778999989,1.640544029,1.522313473,1.716062797,1.761573717,1.735707104,1.630137655,1.717722538,1.512235092
Subject23_2.edf,1.704834744,1.66021703,1.838109283,1.789357323,1.659819051,1.85259395,1.079526796,1.901891781,1.807265326,1.682248323,1.800205341,1.827466316,1.849243787,1.322369288,1.920429457,1.829139828,1.642219748,1.775741919,1.605331595,1.689061444,1.168762286
Subject26_2.edf,1.252817152,0.601321189,1.281423964,1.076224696,0.957406932,0.878532531,1.778717648,1.172816315,1.83340805,1.727495291,1.913270107,1.582542796,1.77485362,1.644278643,1.907710733,1.850157161,1.241307541,1.749054795,1.840073019,1.360701892,0.680003409
Subject22_2.edf,1.201622433,0.897264745,1.679170911,1.850713537,1.492514733,1.307948303,1.8206343,1.866741628,1.745498704,1.704657215,1.58624907,1.36031299,1.688889258,1.534631805,1.720731952,1.600154688,1.707502758,1.760623704,1.541611914,1.852398866,1.143995828
Subject25_2.edf,1.575669004,1.532088698,1.843396812,1.83552808,1.324924801,1.365310283,1.721465019,1.043695219,1.814122607,1.875353101,1.485271835,0.726910149,1.869242253,2.068895436,2.021520184,1.541758602,1.861602369,1.726754817,1.922449455,1.32056264,1.083414357
Subject24_2.edf,1.289649208,1.884636406,1.626569481,1.904634882,1.781017685,1.349356075,1.69727257,1.426019182,1.440527207,1.919755112,1.997537404,1.078171309,1.713528299,1.970662084,1.238265022,1.601944617,1.696268465,1.671225767,1.805376625,1.464388306,1.500875083
Subject32_2.edf,1.68820916,1.594522232,1.311842575,1.946935496,1.385702354,1.935428154,1.405526465,1.81757687,1.565417425,1.745372113,1.545504592,1.827501058,1.622174629,1.951278533,2.009727487,2.062238537,1.763464118,1.73354799,1.701439038,1.723469039,0.920610343
Subject30_2.edf,1.850992965,1.696612701,1.902871524,1.822357137,1.849047574,1.548004566,1.700265953,1.854758088,1.881237043,1.818515948,1.724840706,1.647592755,1.735572937,1.19305496,1.654115994,1.603113622,1.813855845,1.695263514,1.277027737,1.610823634,1.157855049
Subject33_2.edf,1.677265115,1.718199045,1.76007939,1.683906016,1.602088412,1.81801899,1.752915653,1.629232546,1.915474541,1.777416136,1.886563243,1.63924708,1.710618351,1.654646629,1.669413593,1.667881543,1.743400409,1.762087083,1.592884499,1.66757344,1.715688458
Subject27_2.edf,1.778661008,1.928160154,1.512686546,1.55225978,1.005963975,1.241590712,1.297747259,1.261749245,1.237540868,1.598369697,1.132087147,1.303320009,1.514049466,1.439801805,1.584707237,1.270681567,1.544907354,1.599619634,1.316895841,1.073616434,0.876192875
Subject28_2.edf,1.790913105,1.85733521,1.754999759,1.798821108,1.826448472,1.61853676,1.589290763,1.652863331,1.659287572,1.738457205,1.649556582,1.659709522,1.657229973,1.631364924,1.670883998,1.864927309,1.805195891,1.653521653,1.642605028,1.561180494,1.679274238
Subject29_2.edf,2.05627273,1.696591274,1.800489252,1.809363599,1.403851659,1.716954161,1.82456567,1.738538076,1.711385035,1.683842079,1.923556848,1.85448699,2.080064067,1.794454141,2.149414855,2.144703509,1.877083237,1.725193787,1.991273909,1.936961127,1.671687965
Subject07_2.edf,1.546003194,1.938844753,1.862171281,1.78684968,1.446103395,1.800287655,1.398038893,1.748155293,1.409838947,1.582710533,1.870395687,1.754626791,1.665801639,1.489237742,0.639164187,1.569098788,1.707042672,1.699100386,1.435388688,1.853868781,1.680443218
Subject34_2.edf,1.844272127,1.659337285,1.557872249,1.412373681,1.647779407,1.641686828,1.83925708,1.753203573,1.673511113,1.736230914,1.733418119,1.868114583,1.756138647,1.732429376,1.812887229,1.918016907,1.462969109,1.503054973,1.784518918,1.747016754,1.71583088
Subject08_2.edf,1.40840858,1.767482366,1.905807144,1.897726122,1.656075734,1.718526292,1.742201633,1.85897175,1.79953353,1.775064334,1.755927474,1.813822615,1.770834736,1.927447217,1.875545627,1.430613089,1.862722909,1.496245581,1.946860974,1.630777107,1.184212156
Subject04_2.edf,1.932029541,1.555802394,1.916802858,1.773636361,1.584159813,1.691253881,1.752701816,1.822812982,1.706838025,1.626251421,1.821201099,1.768834536,1.862101714,1.280988336,1.634394059,1.63398962,1.931065685,1.593679454,1.607729586,1.321623313,1.431936813
Subject06_2.edf,1.603817344,1.861366914,1.724423476,1.769676247,1.942947717,1.653016431,1.877278719,1.794367887,1.929329941,1.809835679,2.024510138,1.777647097,1.917163641,1.760545928,2.004784243,1.954678909,1.693726732,1.587054414,1.884772715,1.818753356,1.48624795
Subject09_2.edf,1.342792248,1.722310752,1.691393345,1.686903433,1.447742927,1.602062779,1.624655401,1.785571061,1.790014678,1.402876154,1.745344998,1.265049547,1.813708972,1.611098621,1.696501667,1.713122597,1.589301441,1.729027751,1.576940537,1.767465424,1.199271365
Subject01_2.edf,1.539240541,1.544651843,1.454397902,1.481899978,1.684713168,1.500304757,0.931663808,1.719377423,1.426685751,1.284857719,1.371196457,1.633621955,1.551235881,0.671373669,0.913339948,0.250952236,1.591317087,1.512607832,1.032194312,1.555862585,1.299106645
Subject35_2.edf,1.686207631,1.660721188,1.808434189,1.715218141,1.651025581,1.636181119,1.854340098,1.695404648,1.945711823,1.933226162,1.695068825,1.678998558,1.728296871,1.855190991,1.880613631,1.923583025,1.658668689,1.99077028,1.698918349,1.77517523,1.815150387
Subject05_2.edf,1.605513452,1.484348808,1.628258223,1.766400178,1.671862371,1.640756509,1.647208855,1.371949534,1.658810221,1.870734836,1.990074952,1.676057941,1.795262332,1.586134277,1.793528241,1.858456812,1.660919998,1.807929752,1.627474067,1.7024974,1.534470427
Subject20_2.edf,1.827585891,1.777408993,1.826192496,1.873659244,1.808270919,1.780838257,1.8339624,1.688751636,1.945166468,1.917021341,1.931929802,1.949068796,1.711254445,1.855427532,1.789028613,1.149793997,1.922039484,1.827230525,1.898597509,1.300716759,1.879506685
Subject03_2.edf,1.615838111,1.080500823,1.773665415,1.58709694,1.688552688,1.765167971,1.637305333,1.747442888,1.644297708,1.694951024,1.724133547,1.612557604,1.449353345,1.75129728,1.508243897,1.747998727,1.745925159,1.766898846,1.93477827,1.491698382,1.741431096
Subject15_2.edf,1.769805137,1.650107392,1.668806673,1.81960776,1.506693312,1.793501035,1.538476699,1.327120422,1.819211605,1.864982207,1.622584315,1.849052892,1.65911115,1.788217041,1.317263533,1.79703596,1.669265648,1.810549034,1.661429596,1.90600679,1.399851951
Subject14_2.edf,1.550963336,1.138301805,1.594029744,1.664439147,0.366656973,1.293749866,1.519532555,1.610846914,1.63433671,1.62430844,1.034448942,1.686382064,1.624538568,1.597527221,1.834177427,1.824436462,1.572163031,1.696532572,1.779297762,1.361138355,1.582082367
Subject00_2.edf,1.338880822,1.480479106,1.646410748,1.723480645,1.535307626,1.633667509,1.659697497,1.553481346,1.775133911,1.903635409,1.570107107,1.689611065,1.467288834,1.528576212,1.772677642,1.64318082,1.696498276,1.42694355,1.571223546,1.467576998,1.33691166
Subject13_2.edf,1.470538905,1.59128576,1.697125066,1.747984095,1.711663249,1.623123226,1.697856993,1.83294863,1.522333629,1.8315076,1.634223293,1.848427621,1.790508064,1.742874327,1.842651155,1.509430258,1.616790113,1.651075238,1.677207312,1.716449766,1.456339746
Subject31_2.edf,1.234079737,1.171001993,0.994834064,1.120722896,0.828168262,1.024713646,1.256042712,1.008113187,1.256155344,1.489736736,0.933361787,1.235320122,0.98601868,1.3914619,1.361636087,1.655540355,1.301099897,1.5732055,1.282654765,1.317605518,1.713019916
