,EEG Fp1,EEG Fp2,EEG F3,EEG F4,EEG F7,EEG F8,EEG T3,EEG T4,EEG C3,EEG C4,EEG T5,EEG T6,EEG P3,EEG P4,EEG O1,EEG O2,EEG Fz,EEG Cz,EEG Pz,EEG A2-A1,ECG ECG
Subject32_1,2.298389087,2.230345379,2.22898293,2.234756138,2.210857766,2.16781044,2.205329842,2.136187494,2.176447709,2.17306265,2.282714206,1.964123315,2.202985152,2.152349869,2.524378215,2.390290007,2.227452166,2.195224062,2.213879752,2.43791927,2.666617175
Subject28_1,2.419826845,2.452196918,2.437644394,2.482688418,2.400478688,2.413739742,2.470248064,2.492799564,2.472120256,2.477840546,2.460747938,2.346185072,2.442184928,2.407363602,2.331393629,2.196853539,2.424923168,2.511288806,2.388471297,2.556985709,2.176506404
Subject06_1,2.278305851,2.253519657,2.235985445,2.361841518,2.151275147,2.310308393,2.290087785,2.35372133,2.387732158,2.332931074,2.452448607,2.32683413,2.444974876,2.306383434,2.604399727,2.348503386,2.340527489,2.358667109,2.378025408,2.463301148,2.323300363
Subject12_1,2.473527404,2.470076738,2.33823883,2.34088024,2.543962091,2.567125411,2.359591358,2.65934659,2.271584172,2.313749865,2.438398396,2.255834799,2.352835219,2.234430934,2.054913542,2.155956574,2.400251802,2.2404545,2.200275465,2.838488023,2.31684857
Subject29_1,2.24357125,2.337367999,2.333293019,2.373081112,2.36997442,2.422527326,2.291646851,2.32653643,2.354212403,2.332411182,2.358448944,2.076781667,2.130789382,2.164066694,1.894616613,1.8197818,2.343059909,2.317107692,2.044875895,2.51000705,2.512709571
Subject17_1,2.607791745,2.774583608,2.504213131,2.401559173,2.584166205,2.431859712,2.427472987,2.371670606,2.360030503,2.304566007,2.42844502,2.257059393,2.364080217,2.322040737,2.344165234,2.317322973,2.352102803,2.257704806,2.398106032,2.724246949,2.270007866
Subject02_1,3.108708192,2.435346477,2.544216975,2.62163394,3.050705435,2.791809442,2.586002612,2.493323606,2.39551895,2.381702183,2.520171918,2.381212499,2.38625903,2.341993593,2.458850126,2.30975786,2.401608549,2.334186443,2.367042059,2.808559255,2.705624006
Subject34_1,2.448130018,2.497472954,2.41845289,2.414258844,2.424504883,2.458460789,2.316769957,2.428294866,2.404931228,2.438950371,2.356010741,2.446794482,2.28970439,2.354990181,2.260117749,2.530165596,2.413067197,2.436554225,2.302386619,2.592476755,2.345510877
Subject31_1,2.245425358,2.004404674,2.280809706,2.337499555,2.223595726,2.259662335,2.373286455,2.16087477,2.362652737,2.226741687,2.219538943,2.207520546,2.379971871,2.32175388,2.295116215,2.201927491,2.25746621,2.34511876,2.304933376,2.714371331,2.046546715
Subject01_1,2.597932797,2.584692205,2.595868573,2.493956876,2.610515629,2.424983469,3.148620314,2.479419844,2.643139876,2.518384443,2.712620698,2.412782454,2.537015918,2.473570707,2.393606971,2.428264097,2.534729627,2.485530285,2.287567443,2.799057765,2.332605152
Subject24_1,2.397374355,2.470799052,2.566738499,2.471496865,2.338639082,2.322556944,2.447983118,2.348782752,2.450729449,2.421627118,2.482269778,2.477678672,2.326703463,2.201078163,2.202428884,2.05811639,2.536279745,2.427083403,2.216439337,2.541895471,2.096734465
Subject05_1,2.100322044,2.523959932,2.277123995,2.293587494,2.065504082,2.242167656,2.245064283,2.281448978,2.283733544,2.237408789,2.460616922,2.177111539,2.050762417,1.942875406,1.741921168,1.714328411,2.267672789,2.258515036,2.05318438,2.372017092,2.577784783
Subject30_1,2.410081198,2.46867773,2.451130362,2.439523337,2.42177327,2.455853062,2.476097496,2.364182026,2.342913445,2.330254565,2.357163789,2.388163566,2.151724951,2.029308691,2.015768723,1.993629438,2.441201719,2.321068286,2.067246965,2.550832507,2.685413839
Subject21_1,2.310863495,2.121689433,2.418460705,2.420942714,2.451344441,2.407575949,2.428538589,2.383877777,2.396927118,2.39102041,2.470216914,2.47531403,2.411544532,2.406001978,2.339732692,2.340214638,2.409530222,2.414411312,2.44086359,2.355154102,2.441225208
Subject22_1,2.441677721,2.383045031,2.472701285,2.258506487,2.481068327,2.462058792,2.438734892,2.033695486,2.403469634,2.42343076,2.386947812,2.358766394,2.199229918,2.183406797,1.828843124,1.97864973,2.455178471,2.397782945,2.133945131,2.504308287,2.647577516
Subject20_1,2.615901789,2.661222655,2.630601379,2.635679924,2.708934722,2.758502015,2.127114207,2.480657903,2.577653983,2.412969139,2.422291671,2.410212473,2.435439128,2.327010397,2.305323976,2.246635683,2.439443893,2.422393152,2.392510846,2.722330653,2.642337627
Subject03_1,2.293382693,2.344046662,2.293095392,2.282985482,2.379849019,2.33559152,2.277043774,2.324562469,2.241288797,2.217206775,2.206501054,2.164761258,2.164817662,2.100931552,1.960920706,2.141285051,2.268658092,2.125118966,2.030696761,2.389008089,2.521462735
Subject07_1,2.503859855,2.446385894,2.37886318,2.419057992,2.336536433,2.389819076,2.223159367,2.351524401,2.229344216,2.206194966,2.358683903,2.291580352,2.030862655,2.046158914,2.14284601,2.130975481,2.291480344,2.133494681,1.903186075,2.477137376,2.709215394
Subject27_1,2.334716629,2.59122762,2.339360514,2.409066571,2.40082504,2.605847379,2.411482337,2.592527089,2.378297383,2.446120255,2.469694286,2.414629646,2.392386887,2.366252551,2.188274883,2.146110177,2.327353172,2.408123804,2.351794205,2.592744837,2.448567325
Subject10_1,2.056681943,1.739296815,2.114287785,2.133604601,1.973281529,2.304106104,2.19774869,2.204875768,2.173356532,2.122659637,2.231186798,2.414567824,2.239534459,2.173258688,2.127539846,2.13335396,2.092033437,2.085078397,2.174259194,2.115136832,2.512815541
Subject18_1,2.483543897,2.424917311,2.391344696,2.521381068,2.364918401,2.42291582,2.395025564,2.372751075,2.374629123,2.333727156,2.40277659,2.340767951,2.359626888,2.297619976,2.256497513,2.25509663,2.505818325,2.342957563,2.311054011,2.414956866,2.374583317
Subject25_1,1.606386165,1.593950951,2.175131347,2.172624402,2.241798784,2.124018812,2.171161252,2.235745767,2.042673414,2.093760012,2.135521404,2.186515822,1.882753021,1.917981751,2.114571389,2.056623855,2.144144962,1.989286637,1.907461607,2.614302677,2.767586225
Subject04_1,2.333198635,2.186715681,2.346025272,2.376709275,2.340658593,2.067124125,2.464282194,2.299850536,2.37149658,2.399291324,2.345465784,2.231731698,2.337747686,2.309044719,2.350044837,2.238048141,2.375071731,2.35846044,2.319749792,2.316663393,2.489944974
Subject15_1,2.417379397,2.10383584,2.409118323,2.362247143,2.283364978,2.29985792,2.318898595,2.279423666,2.29728421,2.290521124,2.310167969,2.227541007,2.031173929,1.94918044,1.833860877,1.868067377,2.362182972,2.321784366,1.9445934,2.27057119,2.391203514
Subject19_1,2.406727903,2.396386845,2.417018878,2.446506,2.47528762,2.336737887,2.334688568,2.505405075,2.298740419,2.356931046,2.29092185,2.033269272,1.890399801,1.949191895,1.766370529,1.890380411,2.430552727,2.490887473,1.928436249,2.686100125,2.501152993
Subject23_1,2.160885784,2.198311952,2.288450537,2.263324391,2.122673836,2.229114888,2.254174152,2.47464084,2.227361917,2.225209355,2.159608932,2.079623527,2.103585322,2.08747284,1.815385233,1.851127506,2.229643202,2.189149992,2.092172177,2.465544801,2.70702243
Subject10_2,2.263180569,2.021740166,2.339818201,2.383679826,2.213747354,2.103251116,2.407234822,2.385587946,2.326701193,2.361036287,2.435688472,2.41084389,2.106842077,2.089044054,1.939264608,1.919770347,2.268141325,2.308423916,2.054397495,2.616284061,2.512762573
Subject07_2,2.155233951,2.206517735,2.27975092,2.343930674,2.12824494,2.556726691,2.295870831,2.58670912,2.246826056,2.311739247,2.641899091,2.442700889,2.268263958,2.259541194,2.234513905,2.278780709,2.214793841,2.213430166,2.190286886,2.715422281,2.7224144
Subject27_2,2.408384783,2.691986977,2.185081899,2.32193138,2.548892451,2.789236125,2.478717999,2.777218127,2.277930939,2.344058617,2.294056636,2.37632893,2.343982984,2.343464937,2.404860981,2.398763883,2.100688708,2.272710302,2.29107361,2.591984918,2.47816921
Subject29_2,2.510830249,2.549785818,2.371662144,2.437174283,2.402153166,2.442766166,2.329753858,2.425770072,2.385327559,2.36681897,2.427760647,2.207968614,2.180452226,2.121337102,1.942823121,1.830761157,2.400614619,2.360758959,2.000186959,2.726143289,2.68208609
Subject28_2,2.561966668,2.564156071,2.419690692,2.436541952,2.651165447,2.432657103,2.561828636,2.568612377,2.48805369,2.506373745,2.596300656,2.608096656,2.52226785,2.495483116,2.527563429,2.412791292,2.482973478,2.461872157,2.48844719,2.681053218,2.35468018
Subject35_2,2.418403248,2.572868983,2.527096905,2.439336236,2.67273585,2.552295693,2.432249413,2.463645242,2.452732342,2.433503632,2.564233221,2.430881268,2.486359153,2.456682043,2.506381476,2.466262588,2.330039168,2.383767979,2.40792829,2.850479436,2.36404587
Subject16_2,2.679302096,2.591416079,2.508872342,2.627308293,2.748952169,2.709330459,2.800057826,2.919839142,2.480808919,2.514722612,2.602101612,2.882664671,2.412521268,2.406828327,2.417215955,2.339624301,2.415170052,2.437323974,2.449007895,2.384389551,2.315134767
Subject11_2,2.573124945,2.755960232,2.602964945,2.470493932,2.563408182,2.546556234,2.628996143,2.217151091,2.393758097,2.576333102,2.423290957,2.45925345,2.254512316,2.270260309,2.30798252,2.341529374,2.402716136,2.368410266,2.226420609,2.957899901,2.73016842
Subject05_2,1.965694263,2.04136662,2.298327562,2.380727506,1.952260663,2.253911779,2.279920869,2.390520164,2.417238974,2.408032129,2.012598215,2.22140227,2.252554725,2.04524913,1.73295766,1.636956429,2.335969026,2.414072656,2.16972096,2.588204122,2.602605108
Subject21_2,2.158362886,2.080719932,2.441207035,2.58935213,2.238315616,2.282680502,2.484739785,2.403733565,2.489673122,2.448223124,2.45837717,2.583869706,2.42567409,2.488198587,2.285902691,2.334445859,2.464946496,2.465782897,2.481600866,2.470877299,2.556519375
Subject24_2,2.167215371,2.599661501,2.609005736,2.537704863,2.365188072,2.112783128,2.571523238,2.125407355,2.506042475,2.496883891,2.735400586,2.40714477,2.413070462,2.258651155,2.341753574,2.104579545,2.528177727,2.482098519,2.301482121,2.868872271,2.107551316
Subject31_2,2.622169715,2.36667762,2.492573009,2.409189408,2.609787094,2.409294443,2.438942525,2.517757053,2.339111055,2.242271005,2.246161877,2.417620815,2.414652163,2.339027344,2.371280635,2.294735064,2.34496343,2.313231256,2.301586536,2.751877004,2.055781408
Subject03_2,2.107671898,2.165515609,2.312514597,2.288979668,2.302007495,2.360787411,2.181024627,2.290236506,2.230881934,2.243085357,2.325773263,2.236509362,2.339572753,2.308594014,2.293682849,2.404576833,2.307084035,2.291425697,2.177513535,2.230133072,2.583852056
Subject23_2,2.048528206,2.096737051,2.255247678,2.274640197,2.311122392,2.19811173,2.263539985,2.515122315,2.282926826,2.322768409,2.29090293,2.308808355,2.249510933,2.243887127,1.945654558,1.892361821,2.263986901,2.296694541,2.27829784,2.474999143,2.718769145
Subject13_2,1.738974478,2.018187818,2.025705754,2.051063927,2.01933841,1.886694015,2.09331399,1.932764946,2.044852143,2.058522424,2.283513407,2.157745326,2.177160617,2.145533991,2.225808966,2.199850944,2.007627011,2.050507571,2.142469833,2.499308076,2.584949239
Subject34_2,2.363220618,2.579290206,2.430445321,2.421165808,2.574120056,2.048004105,2.345565744,2.454068966,2.44059192,2.548895625,2.439718551,2.550179086,2.43911424,2.476162629,2.478220757,2.745087832,2.348666042,2.461720352,2.444213236,2.446878435,2.471817068
Subject25_2,1.655049987,1.609446266,2.198289983,2.173400416,2.217230918,2.03451047,2.227766976,2.356207042,2.086018214,2.080448396,2.134581819,2.08748291,1.792604095,1.849562196,2.016205117,2.06423614,2.158945192,2.040110433,1.871729442,2.661106139,2.775356194
Subject30_2,1.855932307,1.852264976,2.260918384,2.2806833,1.989403801,1.924628193,2.404737579,2.384482575,2.36206424,2.414901883,2.367112014,2.553529655,2.304535159,2.280054694,2.218404846,2.150306913,2.283152001,2.424028003,2.271274743,2.542757792,2.700394801
Subject33_2,2.109337957,2.27747722,2.221406332,2.196017856,2.184918608,2.190853855,2.372187429,2.412462745,2.308944459,2.326094208,2.395276632,2.381996178,2.362764803,2.32362166,2.330239445,2.320575542,2.182951117,2.255437728,2.349335711,2.091993287,2.575963149
Subject17_2,1.86374661,1.900168604,2.101297753,2.130651729,2.115991658,1.945227471,2.367735085,2.356612114,2.267227763,2.220938574,2.420483294,2.153526108,2.375021383,2.342123547,2.370190829,2.33964937,2.137605075,2.198391074,2.320950167,2.765613037,2.302771826
Subject12_2,2.727039994,2.618576159,2.433490866,2.364549876,2.853251219,2.570864404,2.417904215,2.276076474,2.232458667,2.24564623,2.360624021,1.966634931,2.002365396,1.896163825,1.594315433,1.719447385,2.444219723,2.242907988,1.792206743,2.933345986,2.399457512
Subject14_2,1.647533877,1.329403677,2.038142582,1.969918228,1.676037139,1.720877435,2.121129516,2.173848235,2.102459451,2.057761636,2.225139426,2.36179872,2.330563325,2.352503484,2.418418471,2.393158086,1.919125784,2.020590131,2.418347015,2.505088436,2.618429385
Subject32_2,2.417800027,2.304647674,2.412612344,2.314695721,2.50233923,2.330164675,2.413380302,2.353223764,2.344327143,2.272504886,2.482091345,2.034900001,2.350967881,2.232909808,2.695775079,2.422062098,2.305101316,2.269421034,2.278848016,2.563631773,2.734924899
Subject20_2,2.489602624,1.996380336,2.492915575,2.453477295,2.368476005,2.320050438,2.063261788,2.41411522,2.460373335,2.416997219,2.339994028,2.531735273,2.553229649,2.477261048,2.559206069,2.327112851,2.398116918,2.382560577,2.613509549,2.462993899,2.524026453
Subject22_2,1.957467793,2.074895513,2.371000373,2.362075261,2.184544496,2.235826144,2.447118124,2.445072285,2.407674645,2.407498831,2.517090399,2.409223632,2.352293605,2.384985591,2.391182261,2.341776277,2.362363794,2.370149122,2.391092495,2.590628852,2.668349531
Subject09_2,2.06981853,2.532571525,2.201313873,2.245239837,2.124045386,2.401304727,2.213753584,2.299189617,2.211749324,2.19538337,2.30056796,2.549212026,2.471423723,2.260833487,2.302550536,2.327757834,2.186873683,2.213075649,2.259892457,2.241487234,2.688263567
Subject02_2,3.1010306,2.722546799,2.711880679,2.568162174,3.071438791,2.653995871,2.814107174,2.647470441,2.465651626,2.468289777,2.783484207,2.652259612,2.517177606,2.454686118,2.54016754,2.368493371,2.475508546,2.437807823,2.472718051,2.539968948,2.654618958
Subject19_2,2.772714069,2.920241595,2.475928599,2.569902598,2.314641827,2.793028727,2.522440466,3.171838634,2.488612717,2.580319219,2.482700937,2.488425865,2.408185694,2.424671664,2.377038499,2.420517443,2.5143941,2.526102391,2.451877173,2.942923081,2.614535278
Subject00_2,2.27856128,2.400901541,2.340778472,2.372568252,2.468794647,2.488885402,2.508649305,2.374246003,2.409343889,2.421845575,2.560468769,2.423120706,2.478568551,2.44474273,2.272667112,2.024249881,2.366482953,2.362365463,2.48072943,2.568625622,2.412026914
Subject08_2,2.119766652,2.130938794,2.333774762,2.2768636,2.106986107,2.209968052,2.30726217,2.49342306,2.354457148,2.416770612,2.155289685,2.238212131,2.40711956,2.42795542,2.330743943,2.33358927,2.323751244,2.328940267,2.410090751,2.430775088,2.47760925
Subject26_2,1.928953296,1.690465139,2.074307277,2.173905543,1.925598626,1.693105636,2.151830128,2.082745164,2.089638517,2.106886343,2.14417517,2.205810688,2.193131769,2.197277621,2.047889347,2.031123728,2.065972693,2.095303225,2.218025193,2.359474394,2.629161526
Subject01_2,2.26269518,2.432166213,2.329285407,2.394251905,2.061748175,1.95495122,2.611645839,2.369179583,2.404234076,2.357402739,2.389623308,2.545241565,2.343973571,2.24821417,2.325333526,1.417658143,2.285378717,2.396531637,2.196747839,2.180927417,2.258583006
Subject04_2,2.44085941,1.955125149,2.362626244,2.329147078,2.332178247,2.042843515,2.414727398,2.401565563,2.432572054,2.415468982,2.402554623,2.379759081,2.39375077,2.424396076,2.487206434,2.471154789,2.329462692,2.401187418,2.458587255,2.386106588,2.443382403
Subject06_2,2.000256934,2.493007167,2.651756222,2.454334406,2.204811494,2.357446866,2.704590063,2.553246799,2.472072185,2.492479852,2.815236017,2.459822885,2.661335568,2.5308317,2.922373515,2.59813491,2.432099821,2.427888886,2.656361297,2.743036533,2.449729921
Subject18_2,2.681080878,2.64458247,2.552729116,2.626182866,2.597898503,2.590914974,2.424654517,2.529245777,2.535852306,2.395047972,2.191887419,2.583191825,2.443230121,2.42514022,2.437843292,2.460427585,2.719777114,2.398860788,2.396820721,2.660432444,2.445744215
Subject15_2,2.498140588,1.951144677,2.497140094,2.366207332,2.098969271,2.436277499,2.451102641,2.329122847,2.347329414,2.361004943,2.389740055,2.409136314,2.326773423,2.137233935,2.037778344,2.045545517,2.382941292,2.369779825,2.114178014,2.760200843,2.427973326
